permalink,name,homepage_url,category_list, market , funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
/organization/86b01ab1-ae12-c9e5-6e75-9336652ff891,Biop-Medical,http://www.biopmedical.com/,"Health Care,Health Diagnostics,Medical",Health Care,4450000,NO EXIT,ISR, ,HaMerkaz,Netanya,2,1/1/13,2013-01,2013-Q0,2013,1/1/13,9/17/18,0,0,0,0,0,0,0,0,0,0,0,0,0,2250000,0,0,0,0,0,0,0
/organization/abc225c7-9714-0878-bcfb-fc447f564053,Roshtov Software Industries,http://www.roshtov.com/,"Health Care,Information Technology,Software",Health Care,0,EXIT,ISR, ,HaMerkaz,Omez,0,1/1/89,1989-01,1989-Q0,1989,1/1/89,,0,0,0,0,0,0,143140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/0435e04f-ef43-4a90-773c-1dde7bb7248f,ElMindA,http://www.elminda.com,"Health Care,Health Diagnostics,Medical Device",Health Care,48540755,NO EXIT,ISR, ,Tel Aviv,Herzliya,4,1/1/06,2006-01,2006-Q0,2006,1/1/06,3/31/19,0,0,0,17400000,0,0,0,3140755,0,0,0,0,0,0,0,28000000,0,0,0,0,0
/organization/60bebc59-9dd1-91c5-19ae-759d87b33402,YouMe Application,http://baryonit.wix.com/youmeapplication,Mobile,Mobile,0,NO EXIT,ISR, ,Hefa,Haifa,0,1/1/12,2012-01,2012-Q0,2012,1/1/12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/4eae5ecb-bcf6-b555-3ddd-7d80976e15a5,Memic Innovative Surgery,https://www.memicmed.com/,"Emergency Medicine,Health Care,Medical Device,Personal Health,Robotics",Hardware,31805136,NO EXIT,ISR, ,Tel Aviv,Or Yehuda,7,8/1/12,2012-08,2012-Q3,2012,8/1/12,1/2/20,65000,65000,0,0,12000000,0,0,0,0,0,0,0,0,1980000,6052000,11708136,0,0,0,0,0
/organization/e2a04137-b133-b553-c3d5-bdc78cdc4e43,Tipulog,http://www.tipulog.co.il/,"Health Care,Information Technology,Software",Health Care,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,1/1/09,2009-01,2009-Q0,2009,1/1/09,,1950000,1950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/9e9d0a5e-13e1-ffed-a13e-66b37459c6ec,Migrant Health,http://www.migranthealth.org.il/,Health Care,Health Care,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,1/1/12,2012-01,2012-Q0,2012,1/1/12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/1597ef63-3f04-9c6c-10ba-b8b105cd8f22,Timocco,http://www.timocco.com,"Children,EdTech,Education",Community and Lifestyle,0,NO EXIT,ISR, ,Tel Aviv,Ramat Gan,0,1/1/09,2009-01,2009-Q0,2009,1/1/09,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/cccb4d47-e5bb-efc6-d133-201a0573a34a,Thrdopinion,http://www.thrdopinion.com,"Health Care,Mobile",Health Care,0,NO EXIT,ISR, ,Tel Aviv,Ramat Hasharon,0,1/1/13,2013-01,2013-Q0,2013,1/1/13,,0,0,0,0,0,0,150200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/e4cb0f7f-a36b-3d00-ee16-30d74b1b0c5d,Orpheus Medical,http://www.orpheus-medical.com/,"Health Care,Medical Device,Video",Health Care,0,EXIT,ISR, ,Hefa,Haifa,0,1/1/10,2010-01,2010-Q0,2010,1/1/10,,620000,620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/26f86671-480a-363b-51ab-7b82c4f260df,Orscan Technologies,http://www.orscantec.com/,"3D Technology,Hardware,Industrial,Software",Hardware,1200000,EXIT,ISR, ,HaMerkaz,Ra'anana,2,1/1/10,2010-01,2010-Q0,2010,1/1/10,5/1/12,1200000,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/c5fa5c33-3b0f-4874-f6b7-ec9377303fd1,SafeCode Drug Technologies,0,"Digital Media,Health Care,Software,Speech Recognition",Data and Analytics,0,NO EXIT,ISR, ,Yerushalayim,Jerusalem,0,1/1/10,2010-01,2010-Q0,2010,1/1/10,,0,0,0,4801852,0,3094428,0,121472,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/0a605d54-6fd3-f86a-047a-e13d3a2d7271,Sagacity Systems,http://www.mindqsurvey.com/,"Analytics,Big Data,Information Technology",Data and Analytics,0,NO EXIT,ISR, ,HaMerkaz,Petah Tiqva,0,1/1/05,2005-01,2005-Q0,2005,1/1/05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/3a251ff4-1f46-fcee-0d64-a191e50b4f44,Voyant Health,http://www.voyanthealth.com/,"Enterprise Software,Information Technology,Medical,Software",Health Care,0,NO EXIT,ISR, ,HaMerkaz,Petah Tiqwa,0,1/1/03,2003-01,2003-Q0,2003,1/1/03,,0,0,0,0,0,0,0,75054,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/a49f0051-9dfd-a237-24e9-ae6b105ba42a,TeleRescue,http://www.telerescue.co.il,"Health Care,Robotics,Software",Hardware,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,1/1/10,2010-01,2010-Q0,2010,1/1/10,,200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/b31e4c4c-d8a6-f000-3bb8-6fa7a999348f,Hexalock,http://www.hexalock.com/,"Cyber Security,Security,Software",Information Technology,0,NO EXIT,ISR, ,HaMerkaz,Shefayim,0,1/1/00,2000-01,2000-Q0,2000,1/1/00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/b5495781-366e-85ca-f70f-1e787f9d7544,Ged-i,http://www.ged-i.com/,"Cyber Security,Security",Information Technology,0,NO EXIT,ISR, ,HaMerkaz,Netanya,0,1/1/05,2005-01,2005-Q0,2005,1/1/05,,3900000,3900000,0,0,0,0,0,0,0,0,0,0,0,10000000,20000000,0,0,0,0,0,0
/organization/c2b7460f-1b0d-5c8b-737a-e139069162ad,Comitari,http://www.comitari.com/,Security,Privacy and Security,0,NO EXIT,ISR, ,HaMerkaz,Rishon Le Zion,0,1/1/10,2010-01,2010-Q0,2010,1/1/10,,2100000,2100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/7fecd827-23e7-5b0d-a4b4-08952dbba0c9,Commerix,http://www.commerix.com/,"Information Technology,Security",Information Technology,0,NO EXIT,ISR, ,HaMerkaz,Kfar Saba,0,1/1/07,2007-01,2007-Q0,2007,1/1/07,,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,5000000,0,0,0,0,0,0
/organization/aeba46f4-cf1c-82ef-387e-fc459ef14d50,Identity Quality Systems,http://www.iqs.co.il/,"Biometrics,Security",Biotechnology,0,NO EXIT,ISR, ,Hefa,Haifa,0,1/1/00,2000-01,2000-Q0,2000,1/1/00,,0,0,0,0,0,0,0,515251,0,156000000,0,0,0,0,0,0,0,0,0,0,0
/organization/b36ee00b-356c-712e-b3bd-cd83ac390e21,AGS Encryptions,http://www.agsencryptions.com/,Security,Privacy and Security,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,1/1/99,1999-01,1999-Q0,1999,1/1/99,,0,0,0,0,0,0,0,0,0,0,0,0,0,25834601,0,0,0,0,0,0,0
/organization/b6d1728d-63e1-988b-3647-9999debe9910,Applicure,http://www.applicure.com,"Security,Software",Privacy and Security,2000000,NO EXIT,ISR, ,Tel Aviv,Ramat Gan,1,1/1/03,2003-01,2003-Q0,2003,1/1/03,10/1/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/305c6d36-a125-5154-88b5-652e975ca0b4,Athena Smartcard,http://www.athena-scs.com,Security,Privacy and Security,0,EXIT,ISR, ,Tel Aviv,Herzliya,0,1/1/99,1999-01,1999-Q0,1999,1/1/99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/ab2674ae-2a1f-884c-41bc-ccfd66456d0f,C-true,http://www.ctrueltd.com,"Cyber Security,Enterprise Software,Security",Information Technology,0,NO EXIT,ISR, ,HaMerkaz,Rehovot,0,1/1/06,2006-01,2006-Q0,2006,1/1/06,,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/8d1963d1-0702-02c2-f5b2-9396fa78fdb3,Kyplex,http://www.kyplex.com,"Cloud Data Services,Security,Service Industry",Information Technology,0,NO EXIT,ISR, ,HaZafon,Megiddo,0,1/1/11,2011-01,2011-Q0,2011,1/1/11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/0c61e574-83f0-7d6f-0507-88175394d377,Travolutionary,https://www.gimmonix.com/en/travolutionary,"E-Commerce,Tourism,Travel",Commerce and Shopping,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,1/1/10,2010-01,2010-Q0,2010,1/1/10,,900000,900000,0,0,0,0,0,0,0,0,0,0,0,7500000,20000000,0,0,0,0,0,0
/organization/1f114257-b482-d7e9-cdcd-ac17a629dddc,Arilou Technologies,http://www.ariloutech.com/,"Automotive,Autonomous Vehicles,Cyber Security,Security",Information Technology,0,EXIT,ISR, ,Tel Aviv,Ramat Gan,0,1/1/12,2012-01,2012-Q0,2012,1/1/12,,0,0,0,0,0,0,725000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/be52bf4d-e75b-fc05-f40c-e97ed34b522c,AU10TIX,http://www.au10tix.com,"Cyber Security,Identity Management,Security",Information Technology,80000000,NO EXIT,ISR, ,HaMerkaz,Hod Hasharon,2,1/1/05,2005-01,2005-Q0,2005,1/1/05,11/13/19,0,0,0,0,0,0,0,0,80000000,0,0,0,0,0,0,0,0,0,0,0,0
/organization/b53d6aa7-00a9-493d-6781-366ace940b72,Made4Biz,http://www.made4biz-security.com/,"Security,Software",Privacy and Security,0,NO EXIT,ISR, ,HaMerkaz,Savyon,0,1/1/98,1998-01,1998-Q0,1998,1/1/98,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/65a48f95-f7e7-be6c-ca39-6c17ffde8251,mConfirm,http://www.mconfirm.com/,"Finance,FinTech,Security",Financial Services,0,NO EXIT,ISR, ,Yerushalayim,Jerusalem,0,1/1/04,2004-01,2004-Q0,2004,1/1/04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/24144a50-666a-5d54-d995-db86350c47e9,Callingid,http://www.callingid.com/,"Cyber Security,Fraud Detection,Information Technology,Security,Social Network",Financial Services,0,NO EXIT,ISR, ,Hefa,Haifa,0,1/1/04,2004-01,2004-Q0,2004,1/1/04,,4100000,4100000,0,0,0,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0,0,0
/organization/e13fd4b6-78b5-f811-85f0-5f9121b9df99,PineApp,http://www.pineapp.com/en/,"Cyber Security,Network Security,Security",Information Technology,0,NO EXIT,ISR, ,Hefa,Nesher,0,1/1/02,2002-01,2002-Q0,2002,1/1/02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/41500f41-d644-1a65-14e1-f7f25594c870,C4 Security,http://www.c4-security.com/c4/,"Information Technology,Security",Information Technology,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,1/1/05,2005-01,2005-Q0,2005,1/1/05,,0,0,0,0,0,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/5fa3144e-4fae-e482-7018-982d8edce680,ParAlert,http://www.paralert.co.il/,Security,Privacy and Security,0,NO EXIT,ISR, ,Hefa,Pardes Hanah,0,1/1/07,2007-01,2007-Q0,2007,1/1/07,,75000,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/130993c5-fe4a-c5e1-94c7-54ae71f4c41b,BIS Guard,http://www.bisguard.com,"Computer,Cyber Security,Security,Software",Consumer Electronics,0,NO EXIT,ISR, ,Yerushalayim,Ora,0,1/1/02,2002-01,2002-Q0,2002,1/1/02,,0,0,0,0,0,0,0,0,0,0,0,0,0,52976306,0,0,0,0,0,0,0
/organization/3103121d-06f5-3dd5-1747-d4b2abe5cb87,Slender Medical,http://www.slenderm.com/,"Biotechnology,Health Care,Medical Device",Biotechnology,0,NO EXIT,ISR, ,Tel Aviv,Herzliya,0,1/1/07,2007-01,2007-Q0,2007,1/1/07,,0,0,0,0,0,750000,0,0,0,0,0,0,0,16000000,28000000,55000000,0,0,0,0,0
/organization/a0a85f5c-9f9f-7113-f1dc-b9ad74a702c7,Bio-Guard,http://bio-guard.net/,"Apps,Information Technology,Security",Apps,0,NO EXIT,ISR, ,HaMerkaz,Hod Hasharon,0,1/1/95,1995-01,1995-Q0,1995,1/1/95,,3125440,3125440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/eb47287a-71f8-d465-bdf6-7b599c786d08,Barillet,http://www.barillet.co.il/,Security,Privacy and Security,0,NO EXIT,ISR, ,HaDarom,Be'er Sheva,0,1/1/02,2002-01,2002-Q0,2002,1/1/02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/8dcdc0b2-5b20-d38e-f908-c536b828220f,WakingApp Realities,http://www.wakingapp.com/,"3D Technology,Augmented Reality,CAD,Software,Virtual Reality,Wearables",Consumer Electronics,10400000,EXIT,ISR, ,Tel Aviv,Tel Aviv,4,7/1/13,2013-07,2013-Q2,2013,7/1/13,12/3/18,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,1300000,5750000,2600000,0,0,0,0
/organization/d29ab7e9-fc5f-cf1f-564f-afecf65694c5,AdWorks,http://global.adworks.co.il/,"Apps,Career Planning,Recruiting,Social Media,Social Recruiting",Apps,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,2/6/14,2014-02,2014-Q1,2014,2/6/14,,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000,0,0,0,0,0,0,0
/organization/8ce3d740-cc38-46ee-8ee4-c9373db5265e,Quotium Technologies SA,http://www.quotium.com/,"Cyber Security,Enterprise Software,Security,Software",Information Technology,0,EXIT,ISR, ,Tel Aviv,Herzliya,0,1/1/05,2005-01,2005-Q0,2005,1/1/05,,600000,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/1cf71b3c-40e9-3f0f-9ae8-f0736abcf3c1,Quality Bytes,http://www.q-bytes.com/,"Security,Software",Privacy and Security,0,NO EXIT,ISR, ,HaMerkaz,Lod,0,1/1/00,2000-01,2000-Q0,2000,1/1/00,,100000,100000,94542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/217a0f63-08d0-3f5a-9dde-11211cd9b3c8,Raz-Lee,http://www.razlee.com/,"Cyber Security,Information Technology,Security",Information Technology,0,NO EXIT,ISR, ,Tel Aviv,Herzliya,0,1/1/83,1983-01,1983-Q0,1983,1/1/83,,200000,200000,0,0,0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/e54e32e3-101e-c6bb-774b-ad913a7e3695,Whitebox Security,http://www.sailpoint.com/,Cyber Security,Information Technology,0,EXIT,ISR, ,Tel Aviv,Tel Aviv,0,1/1/07,2007-01,2007-Q0,2007,1/1/07,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/18fe8d5c-719c-2665-0ea2-208ce7b6d811,Wondernet,http://www.wondernet.co.il/,"Biometrics,E-Commerce,Electronics,Information Technology,Security,Software",Biotechnology,0,NO EXIT,ISR, ,Tel Aviv,Or Yehuda,0,1/1/98,1998-01,1998-Q0,1998,1/1/98,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/262e2a78-d5a1-45b1-dcd2-bd743b159442,WhiteCell,http://www.white-cell.com/,"Cyber Security,Security",Information Technology,0,NO EXIT,ISR, ,HaMerkaz,Rosh Ha'ayin,0,1/1/99,1999-01,1999-Q0,1999,1/1/99,,0,0,0,0,0,0,161667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/eb72153f-6d25-fb79-2f57-2e7b737fe593,Agat,http://www.agat.co.il/AgatSite/AGAT_Software/default.aspx,"Security,Software",Privacy and Security,0,NO EXIT,ISR, ,HaMerkaz,Aseret,0,1/1/00,2000-01,2000-Q0,2000,1/1/00,,2064149,2064149,0,0,0,0,1950000,0,0,0,0,0,0,90216755,28000000,0,0,0,0,0,0
/organization/19b6d38e-fe81-ff3f-9367-0a0da84ed38e,Meekan,http://www.meekan.com,"Android,Mobile,Mobile Apps,Web Development",Apps,870000,EXIT,ISR, ,Tel Aviv,Tel Aviv,1,1/1/13,2013-01,2013-Q0,2013,1/1/13,11/6/14,870000,870000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/56b56396-750e-79eb-0148-6955697a6e73,Comilion,http://www.comilion.com,"Cyber Security,Information Technology,Security",Information Technology,2600000,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,1,11/1/13,2013-011,2013-Q4,2013,11/1/13,11/21/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/5db19d2a-060e-8072-c3cc-3d45f50ca537,2eat,http://2eat.menu/,"Apps,Food and Beverage,Location Based Services,Mobile Apps,Search Engine,Social Media Management",Apps,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,1/1/14,2014-01,2014-Q0,2014,1/1/14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/78d5845b-1a02-12c6-e9e1-e6994e583a66,Second opinion,http://www.second-opinion.com/#home,Health Care,Health Care,0,NO EXIT,ISR, ,Tel Aviv,Ramat Gan,0,1/1/96,1996-01,1996-Q0,1996,1/1/96,,0,0,0,0,0,0,0,0,0,0,0,0,0,3206303,0,0,0,0,0,0,0
/organization/29726136-d5a2-7c54-e157-c4cb732f7492,Cryptocodex,http://www.cryptocodex.com/cryptocodex/,Cyber Security,Information Technology,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,1/1/07,2007-01,2007-Q0,2007,1/1/07,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/bd453cf4-cd8d-159e-dbb2-23d06775e093,BlueWind Medical,http://www.bluewindmedical.com/,"Biotechnology,Health Care,Medical,Medical Device",Biotechnology,0,NO EXIT,ISR, ,Tel Aviv,Herzliya,0,1/1/09,2009-01,2009-Q0,2009,1/1/09,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/eb22e186-028f-a506-44a6-3b79048b5e44,Formula Systems,http://www.formulasystems.com/,"Consulting,Information Technology,Legal,Software",Information Technology,0,EXIT,ISR, ,Tel Aviv,Or Yehuda,0,1/1/85,1985-01,1985-Q0,1985,1/1/85,,0,0,0,0,0,0,808830,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/b6bf5e54-93be-5afb-241f-3f3c14d7fc07,Phonaris,0,"Cloud Computing,Enterprise Software,Mobile,Software",Internet Services,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,,,,,,,520000,520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/802a26eb-d4fa-d8a8-282e-9e983c8591b3,HealthWatch Technologies,http://www.personal-healthwatch.com/,"Health Care,Medical Device,Wearables",Consumer Electronics,20000000,NO EXIT,ISR, ,HaMerkaz,Kfar Saba,1,1/1/10,2010-01,2010-Q0,2010,1/1/10,1/2/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/9106f64d-1b32-29b4-a2dc-ea9d3372e869,Clear-Cut,http://www.clear-cut.co.il/,"Consulting,Information Technology,Manufacturing,Security",Information Technology,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,1/1/08,2008-01,2008-Q0,2008,1/1/08,,0,0,0,0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/507bfc0f-1fed-2577-d33d-8e3443058704,ASSA,http://www.assaintl.org,Internet,Internet Services,0,NO EXIT,ISR, ,HaMerkaz,Hod Hasharon,0,1/1/13,2013-01,2013-Q0,2013,1/1/13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/6aa1ee75-e8c3-5d98-644a-af3c0d6d34ac,Pzartech,http://www.pzartech.com/,"Aerospace,Artificial Intelligence,Image Recognition,Industrial Manufacturing,Information Services,Information Technology,Machine Learning,Visual Search",Artificial Intelligence,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,1,3/5/15,2015-03,2015-Q1,2015,3/5/15,11/1/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/917ab453-a538-ccf4-0a7e-e778b0f887c2,LoginWall,http://www.loginwall.com/,"Information Technology,Internet,Security",Information Technology,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,1/1/11,2011-01,2011-Q0,2011,1/1/11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/d7c74407-2119-3855-6cc5-ea4026d499be,Artis Multimedia,http://www.adasystem.com/,"Enterprise Software,Software",Software,0,NO EXIT,ISR, ,HaMerkaz,Petah Tiqva,0,1/1/98,1998-01,1998-Q0,1998,1/1/98,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/c8687915-2bbd-48e8-3b64-81836a362030,ARD Natura Systems,http://www.naturasystems.com,"Health Care,Information Technology,Internet,Software",Health Care,0,NO EXIT,ISR, ,Tel Aviv,Ramat Hasharon,0,1/1/12,2012-01,2012-Q0,2012,1/1/12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14500000,0,0,0,0,0,0
/organization/8b465a17-19ef-729b-beaa-ad551c8577a6,Sonarion,http://www.sonarion.com/,"Computer,Health Care,Information Technology,Software",Consumer Electronics,0,NO EXIT,ISR, ,Yerushalayim,Jerusalem,0,1/1/03,2003-01,2003-Q0,2003,1/1/03,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/1d66379b-a9e5-7762-9726-cff050cfa5b3,BondIT,http://www.bonditglobal.com,"Artificial Intelligence,Finance,Financial Services,FinTech,Information Technology,Machine Learning",Artificial Intelligence,18466260,NO EXIT,ISR, ,Tel Aviv,Herzliya,5,1/1/12,2012-01,2012-Q0,2012,1/1/12,5/24/18,266260,266260,0,0,0,0,0,0,0,0,0,0,0,0,3950000,0,0,0,0,0,0
/organization/ce24dc87-94c2-8f74-2eef-f21954938ee5,Ask Medic,http://www.myfemcard.com/,Health Care,Health Care,0,NO EXIT,ISR, ,HaMerkaz,Hod Hasharon,0,1/1/10,2010-01,2010-Q0,2010,1/1/10,,1240000,1240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/b95ba86a-54af-6130-4371-95a5413b9a38,Elitar,http://www.elitar.com,"Biotechnology,Health Care,Manufacturing",Biotechnology,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,1/1/05,2005-01,2005-Q0,2005,1/1/05,,0,0,0,0,0,0,0,109000000,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/c08c81c9-85a0-eee2-75d4-1720cb2bfb5f,Civnet,http://www.civnet.co.il,"Biotechnology,Health Care,Medical,Medical Device",Biotechnology,0,NO EXIT,ISR, ,HaMerkaz,Hemed,0,1/1/95,1995-01,1995-Q0,1995,1/1/95,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/54bb8fb1-64c4-d64b-26ad-5bc989bb14e1,Es-Is,http://www.es-is.com/,"Biotechnology,Manufacturing,Pharmaceutical",Biotechnology,0,NO EXIT,ISR, ,HaMerkaz,Hibat Zion,0,1/1/10,2010-01,2010-Q0,2010,1/1/10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/bd04e47e-bfd2-818b-af8e-af4ecf119a16,Licensale,0,"Cloud Data Services,Information Services,Software",Information Technology,0,NO EXIT,ISR, ,HaZafon,Misgav,0,1/1/08,2008-01,2008-Q0,2008,1/1/08,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000,0,0,0,0,0,0
/organization/1821be1a-d350-026e-4724-7ba992f2c1ec,HQL Pharmaceuticals,http://www.hql.co.il/,"Biotechnology,Medical",Biotechnology,0,NO EXIT,ISR, ,HaMerkaz,Rehovot,0,1/1/10,2010-01,2010-Q0,2010,1/1/10,,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0
/organization/24babda4-9299-6a3d-be38-c866015c4966,CardioArt Technologies,http://www.cardioart.com,"Health Care,Medical",Health Care,0,NO EXIT,ISR, ,Tel Aviv,Or Yehuda,0,1/1/05,2005-01,2005-Q0,2005,1/1/05,,1000000,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/f91c6326-5847-8b1c-9376-247269e16df4,DBmaestro,http://www.dbmaestro.com/,"Database,Enterprise Software,Information Technology,Software",Data and Analytics,7500000,NO EXIT,ISR, ,HaMerkaz,Petah Tiqva,4,1/1/08,2008-01,2008-Q0,2008,1/1/08,8/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,7500000,0,0,0,0,0,0,0
/organization/b6cd53db-c481-9e74-5a42-cde8ab9f95a3,Cytegic,http://www.cytegic.com/,"Cyber Security,Intelligent Systems,Risk Management,Security",Artificial Intelligence,9415000,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,1,1/1/12,2012-01,2012-Q0,2012,1/1/12,10/21/15,0,0,0,0,0,0,9415000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/02d1fba1-07b2-80cd-c810-65b8e1447808,Petbnb,http://www.petbnb.co.il/,E-Commerce,Commerce and Shopping,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,1/1/13,2013-01,2013-Q0,2013,1/1/13,,0,0,0,0,0,0,2787724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/fadb3251-a5e2-afdd-590b-0f9a9a34ad65,FMR,http://www.fmreuro.com/,"Finance,Software",Financial Services,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,1/1/74,1974-01,1974-Q0,1974,1/1/74,,0,0,0,0,0,197964728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/organization/8fd7c6c6-6517-1252-3c90-dcce4d33f41f,Cyber Bond,http://www.cyber-bond.com/,Security,Privacy and Security,0,NO EXIT,ISR, ,Tel Aviv,Tel Aviv,0,1/1/13,2013-01,2013-Q0,2013,1/1/13,,0,0,0,0,0,0,362520,0,0,0,0,0,0,1441109,0,0,0,0,0,0,0
/organization/7499350d-0c70-444d-03b8-90391c335075,Commonsense,http://www.cs-commonsense.com/,Health Care,Health Care,0,NO EXIT,ISR, ,Hefa,Caesarea,1,1/1/99,1999-01,1999-Q0,1999,1/1/99,6/1/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
